month,bev_titles,other_powertrain_titles,phev_titles,fcev_titles,total_new_ldv_titles,zev_titles,zev_share,source_url,washington_regular_gas_price,washington_unemployment_rate,washington_unemployment_rate_model,unemployment_interpolated,washington_residential_electricity_cents_kwh,wa_sales_tax_exemption_active,wa_instant_rebate_active,federal_point_of_sale_credit_period,combined_incentive_transition,post_combined_incentive_rolloff,time_index,time_centered,calendar_month,covid_disruption,post_war,gas_price_current,gas_price_lag_1m,gas_price_lag_2m,gas_price_prior_3m,electricity_price_prior_3m,event_period,expected_zev_share,empirical_prediction_low,empirical_prediction_high,observed_minus_expected,benchmark_training_period
2024-07-01,5184,20820,1092,0,27096,6276,0.2316209034543844,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,4.1259999999999994,4.7,4.7,FALSE,12.04,1,0,1,0,0,91,33.5,07,0,0,4.1259999999999994,4.25125,4.504,4.421016666666667,12.090000000000002,Pre-event,0.2095069591049215,0.13779547648761264,0.28121844172223037,0.0221139443494629,TRUE
2024-08-01,4750,16872,735,0,22357,5485,0.24533703090754577,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,4.047000000000001,4.7,4.7,FALSE,12.16,1,1,1,0,0,92,34.5,08,0,0,4.047000000000001,4.1259999999999994,4.25125,4.29375,12.163333333333334,Pre-event,0.20958072796787364,0.13786924535056477,0.2812922105851825,0.035756302939672135,TRUE
2024-09-01,4817,15416,659,0,20892,5476,0.2621098985257515,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,3.979,4.1,4.1,FALSE,12.39,1,1,1,0,0,93,35.5,09,0,0,3.979,4.047000000000001,4.1259999999999994,4.141416666666667,12.17,Pre-event,0.20810389947213445,0.1363924168548256,0.27981538208944334,0.054005999053617054,TRUE
2024-10-01,4822,17363,812,0,22997,5634,0.24498847675783797,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,3.8995,4.2,4.2,FALSE,12.48,1,1,1,0,0,94,36.5,10,0,0,3.8995,3.979,4.047000000000001,4.050666666666666,12.196666666666667,Pre-event,0.23152063663696298,0.15980915401965412,0.30323211925427185,0.013467840120874985,TRUE
2024-11-01,3484,14877,639,0,19000,4123,0.217,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,3.853,4.3,4.3,FALSE,12.37,1,1,1,0,0,95,37.5,11,0,0,3.853,3.8995,3.979,3.975166666666667,12.343333333333334,Pre-event,0.22454894511696122,0.15283746249965235,0.2962604277342701,-0.00754894511696122,TRUE
2024-12-01,3997,17959,854,0,22810,4851,0.21266988163086364,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,3.7966,4.3,4.3,FALSE,11.85,1,1,1,0,0,96,38.5,12,0,0,3.7966,3.853,3.8995,3.9105000000000003,12.413333333333334,Pre-event,0.21928778853547712,0.14757630591816825,0.290999271152786,-0.006617906904613474,TRUE
2025-01-01,5260,20485,1042,0,26787,6302,0.23526337402471348,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,3.78025,4.7,4.7,FALSE,11.78,1,1,1,0,0,97,39.5,01,0,0,3.78025,3.7966,3.853,3.8497000000000003,12.233333333333334,Pre-event,0.23217043414726948,0.16045895152996062,0.3038819167645783,0.0030929398774439953,TRUE
2025-02-01,3022,14725,613,0,18360,3635,0.1979847494553377,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,3.947,5,5,FALSE,12.47,1,1,1,0,0,98,40.5,02,0,0,3.947,3.78025,3.7966,3.80995,12,Pre-event,0.21427425663969707,0.1425627740223882,0.28598573925700593,-0.01628950718435937,TRUE
2025-03-01,3210,20811,905,1,24927,4116,0.1651221566975569,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,3.9666,4.6,4.6,FALSE,12.62,1,1,1,0,0,99,41.5,03,0,0,3.9666,3.947,3.78025,3.841283333333333,12.033333333333333,Pre-event,0.2052087024136971,0.13349721979638823,0.27692018503100596,-0.040086545716140204,TRUE
2025-04-01,3969,24069,1283,0,29321,5252,0.17912076668599297,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,4.16475,4.2,4.2,FALSE,13.02,1,1,1,0,0,100,42.5,04,0,0,4.16475,3.9666,3.947,3.8979500000000002,12.29,Pre-event,0.2286462201194474,0.15693473750213854,0.30035770273675627,-0.049525453433454436,TRUE
2025-05-01,3032,21930,816,0,25778,3848,0.14927457521917914,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,4.15825,4.3,4.3,FALSE,13.65,1,1,1,0,0,101,43.5,05,0,0,4.15825,4.16475,3.9666,4.026116666666667,12.703333333333333,Pre-event,0.20887151690177203,0.13716003428446316,0.2805829995190809,-0.059596941682592885,TRUE
2025-06-01,3080,19891,558,0,23529,3638,0.15461770580985168,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,4.2484,4.3,4.3,FALSE,12.96,1,0,1,0,0,102,44.5,06,0,0,4.2484,4.15825,4.16475,4.096533333333333,13.096666666666666,Pre-event,0.21597222113861697,0.1442607385213081,0.28768370375592583,-0.06135451532876529,TRUE
2025-07-01,4221,19384,575,0,24180,4796,0.19834574028122415,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,4.25975,4.6,4.6,FALSE,13.45,1,0,1,1,0,103,45.5,07,0,0,4.25975,4.2484,4.15825,4.190466666666667,13.209999999999999,Incentive transition / title processing,0.24875443311615575,0.17704295049884688,0.3204659157334646,-0.0504086928349316,FALSE
2025-08-01,4046,15790,677,0,20513,4723,0.2302442353629406,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,4.29775,4.7,4.7,FALSE,13.64,0,0,1,1,0,104,46.5,08,0,0,4.29775,4.25975,4.2484,4.222133333333333,13.353333333333333,Incentive transition / title processing,0.24911479587828933,0.17740331326098047,0.3208262784955982,-0.018870560515348717,FALSE
2025-09-01,4110,15830,715,0,20655,4825,0.23359961268458,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,4.4318,4.5,4.5,FALSE,13.79,0,0,1,1,0,105,47.5,09,0,0,4.4318,4.29775,4.25975,4.268633333333334,13.35,Incentive transition / title processing,0.24792456128173157,0.1762130786644227,0.31963604389904043,-0.014324948597151582,FALSE
2025-10-01,5064,15646,599,0,21309,5663,0.2657562532263363,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,4.3309999999999995,NA,4.9,TRUE,14.06,0,0,0,1,0,106,48.5,10,0,0,4.3309999999999995,4.4318,4.29775,4.329766666666667,13.626666666666665,Incentive transition / title processing,0.2716278923457416,0.19991640972843272,0.34333937496305045,-0.005871639119405303,FALSE
2025-11-01,2377,12948,292,0,15617,2669,0.1709035025933278,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,4.09525,5.3,5.3,FALSE,13.85,0,0,0,0,1,107,49.5,11,0,0,4.09525,4.3309999999999995,4.4318,4.353516666666667,13.83,Post-incentive-rolloff / pre-war,0.26494279472492127,0.1932313121076124,0.33665427734223013,-0.09403929213159348,FALSE
2025-12-01,1679,17459,383,0,19521,2062,0.10562983453716512,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,3.8936,5.3,5.3,FALSE,13.33,0,0,0,0,1,108,50.5,12,0,0,3.8936,4.09525,4.3309999999999995,4.286016666666666,13.9,Post-incentive-rolloff / pre-war,0.25996823204261865,0.1882567494253098,0.3316797146599275,-0.15433839750545353,FALSE
2026-01-01,2885,17823,410,0,21118,3295,0.15602803295766646,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,3.67425,5.8,5.8,FALSE,13.81,0,0,0,0,1,109,51.5,01,0,0,3.67425,3.8936,4.09525,4.106616666666667,13.746666666666668,Post-incentive-rolloff / pre-war,0.2731374715535924,0.20142598893628355,0.3448489541709013,-0.11710943859592596,FALSE
2026-02-01,1913,14997,287,0,17197,2200,0.12792928999244055,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,3.9445,5.7,5.7,FALSE,14.11,0,0,0,0,1,110,52.5,02,0,0,3.9445,3.67425,3.8936,3.8877,13.663333333333334,Post-incentive-rolloff / pre-war,0.2555278879452015,0.18381640532789262,0.32723937056251035,-0.12759859795276093,FALSE
2026-03-01,2358,18162,326,0,20846,2684,0.1287537177396143,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,4.7732,5.1,5.1,FALSE,14.4,0,0,0,0,1,111,53.5,03,0,1,4.7732,3.9445,3.67425,3.8374500000000005,13.75,Post-war,0.24674892761838293,0.17503744500107407,0.3184604102356918,-0.11799520987876863,FALSE
2026-04-01,3560,21328,379,0,25267,3939,0.15589504096252027,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,5.2425,5.1,5.1,FALSE,14.36,0,0,0,0,1,112,54.5,04,0,1,5.2425,4.7732,3.9445,4.13065,14.106666666666667,Post-war,0.27047303922331467,0.1987615566060058,0.34218452184062353,-0.1145779982607944,FALSE
2026-05-01,3021,20233,540,0,23794,3561,0.14965957804488528,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,5.57125,4.8,4.8,FALSE,14.95,0,0,0,0,1,113,55.5,05,0,1,5.57125,5.2425,4.7732,4.6533999999999995,14.29,Post-war,0.25098492990482074,0.17927344728751188,0.3226964125221296,-0.10132535185993546,FALSE
2026-06-01,2932,21304,602,0,24838,3534,0.1422819872775586,https://data.wa.gov/Transportation/Vehicle-Title-Transactions-by-Department-of-Licens/cdk6-5kdf,5.2984,4.7,4.7,FALSE,NA,0,0,0,0,1,114,56.5,06,0,1,5.2984,5.57125,5.2425,5.19565,14.57,Post-war,0.25837222804084714,0.18666074542353828,0.330083710658156,-0.11609024076328853,FALSE
